event_id,selection_id,source_event_id,source_run_id,run_id,contract_id,source_revision,rank,worker_id,device_id,request_id,engine_step_id,forward_id,layer_id,layer_occurrence,phase,total_num_scheduled_tokens,q_len,past_len,kv_len,layer_type,source_contract_match,source_mapping_error,hidden_shape_in,residual_shape_in,positions_shape,hidden_shape_out,residual_shape_out,matched,fx_sampled,fx_traced,fx_trace_status,fx_node_count,trace_dir,capture_begin_ns,capture_end_ns,eager_begin_ns,eager_end_ns,error
input27_layer56,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,27,27,56,0,decode,1,1,20605,20606,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582413816125,4308582415333509,
input27_layer57,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,27,27,57,0,decode,1,1,20605,20606,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582416966384,4308582418480588,
input27_layer58,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,27,27,58,0,decode,1,1,20605,20606,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582419940812,4308582421462386,
input27_layer59,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,27,27,59,0,decode,1,1,20605,20606,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582423001040,4308582424884308,
input27_layer60,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,27,27,60,0,decode,1,1,20605,20606,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582426719715,4308582428293189,
input27_layer61,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,27,27,61,0,decode,1,1,20605,20606,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582429891994,4308582431405078,
input27_layer62,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,27,27,62,0,decode,1,1,20605,20606,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582433004433,4308582434512717,
input27_layer63,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,27,27,63,0,decode,1,1,20605,20606,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582436151302,4308582438051010,
input28_layer0,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,0,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]",null,"[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582443027346,4308582444733162,
input28_layer1,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,1,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582446593969,4308582448114764,
input28_layer2,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,2,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582449774729,4308582451289553,
input28_layer3,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,3,0,decode,1,1,20606,20607,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582452938518,4308582454922447,
input28_layer4,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,4,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582456652463,4308582458180047,
input28_layer5,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,5,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582459985704,4308582461513748,
input28_layer6,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,6,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582463176974,4308582464680708,
input28_layer7,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,7,0,decode,1,1,20606,20607,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582466392544,4308582468307221,
input28_layer8,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,8,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582469883706,4308582471423240,
input28_layer9,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,9,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582473104596,4308582474633770,
input28_layer10,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,10,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582476415027,4308582477938791,
input28_layer11,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,11,0,decode,1,1,20606,20607,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582479884919,4308582481810437,
input28_layer12,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,12,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582483586373,4308582485104457,
input28_layer13,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,13,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582486835014,4308582488361398,
input28_layer14,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,14,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582490066584,4308582491598078,
input28_layer15,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,15,0,decode,1,1,20606,20607,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582493467875,4308582495392593,
input28_layer16,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,16,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582497079819,4308582498612383,
input28_layer17,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,17,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582500350969,4308582501878023,
input28_layer18,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,18,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582503645390,4308582505174434,
input28_layer19,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,19,0,decode,1,1,20606,20607,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582506897920,4308582508808548,
input28_layer20,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,20,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582510695405,4308582512237490,
input28_layer21,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,21,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582514037256,4308582515567461,
input28_layer22,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,22,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582517196846,4308582518710830,
input28_layer23,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,23,0,decode,1,1,20606,20607,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582520473196,4308582522400434,
input28_layer24,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,24,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582524196021,4308582525721125,
input28_layer25,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,25,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582527504512,4308582529028616,
input28_layer26,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,26,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582530901753,4308582532436078,
input28_layer27,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,27,0,decode,1,1,20606,20607,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582534435346,4308582536352504,
input28_layer28,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,28,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582538069320,4308582539612764,
input28_layer29,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,29,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582541214669,4308582542726423,
input28_layer30,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,30,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582544312738,4308582545821242,
input28_layer31,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,31,0,decode,1,1,20606,20607,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582547328886,4308582549255044,
input28_layer32,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,32,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582551105701,4308582552629155,
input28_layer33,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,33,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582554326901,4308582555830445,
input28_layer34,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,34,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582557573851,4308582559092725,
input28_layer35,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,35,0,decode,1,1,20606,20607,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582560801701,4308582562720899,
input28_layer36,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,36,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582564427525,4308582565951659,
input28_layer37,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,37,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582567631025,4308582569145479,
input28_layer38,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,38,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582570874695,4308582572402359,
input28_layer39,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,39,0,decode,1,1,20606,20607,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582574254126,4308582576149214,
input28_layer40,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,40,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582577767169,4308582579294353,
input28_layer41,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,41,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582580980459,4308582582515523,
input28_layer42,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,42,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582584143668,4308582585663462,
input28_layer43,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,43,0,decode,1,1,20606,20607,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582587532060,4308582589461598,
input28_layer44,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,44,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582591155983,4308582592673288,
input28_layer45,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,45,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582594206682,4308582595709526,
input28_layer46,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,46,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582597532233,4308582599033567,
input28_layer47,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,47,0,decode,1,1,20606,20607,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582600665072,4308582602569680,
input28_layer48,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,48,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582604189925,4308582605704099,
input28_layer49,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,49,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582607500075,4308582609010809,
input28_layer50,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,50,0,decode,1,1,20606,20607,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582610604394,4308582612104628,
input28_layer51,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,28,28,51,0,decode,1,1,20606,20607,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308582613632352,4308582615539980,
